Name,Municipality,County,Address,Student body count,Latitude,Longitude
Leiknes skule,Lindås,Hordaland,"Leiknes, 5915 HJELMÅS",21,60.5929729,5.3635065
Eikanger skule,Lindås,Hordaland,"Fyllingsnesvegen 350, 5913 EIKANGER",6,60.605982,5.3980199
Åsnes ungdomsskole,Åsnes,Hedmark,"Skolevegen 11, 2270 FLISA",135,60.6125353,12.0192391
Flisa skole,Åsnes,Hedmark,"Skolevegen 50, 2270 FLISA",208,60.6125353,12.0192391
Seim skule,Lindås,Hordaland,"Lurevegen 150, 5912 SEIM",13,60.6145233,5.2776871
Festo skule,Lindås,Hordaland,"Lureneset 378, 5912 SEIM",4,60.6145233,5.2776871
Holet skule,Hol,Buskerud,"Hellingvegen 4, 3576 HOL",33,60.6152433,8.2994021
Gjernes skule,Voss,Hordaland,"Gjernesmoen 8, 5700 VOSS",7,60.6159936,6.4200253
Tysse Montessori skule,Osterøy,Hordaland,"5284, TYSSEBOTNEN  ",3,60.616156,5.583825
Bjørgum skule,Voss,Hordaland,"Tjørnahaugane 60, 5700 VOSS",5,60.6169866,6.5377848
Tangen skole,Stange,Hedmark,"Tangenvegen 47, 2337 TANGEN",162,60.617645,11.2597526
Sæbø skule,Radøy,Hordaland,"Søre Austmarka 2, 5938 SÆBØVÅGEN",158,60.6183535,5.1778015
Hedalen barne- og ungdomsskole,Sør-Aurdal,Oppland,"3528, HEDALEN  ",3,60.6210227,9.7195474
Hovet skole,Hol,Buskerud,"Hovet, 3577 HOVET",19,60.622262,8.154085
Ostereidet ungdomsskule,Lindås,Hordaland,"Eidavegen 574, 5993 OSTEREIDET",166,60.624384,5.476784
Ostereidet barneskule,Lindås,Hordaland,"Eidavegen 576, 5993 OSTEREIDET",61,60.624384,5.476784
Voss ungdomsskule,Voss,Hordaland,"Olavsvegen 5, 5700 VOSS",6,60.6270822,6.420576
Vangen skule,Voss,Hordaland,"Gymnasvegen 6, 5700 VOSS",224,60.627667,6.4222017
Ål ungdomsskule,Ål,Buskerud,"Sundrevegen 42, 3570 ÅL",198,60.6279507,8.5494966
Gullfjordungen skule,Voss,Hordaland,"Geili 8, 5700 VOSS",16,60.6280839,6.3950423
Thune skole,Vestre Toten,Oppland,"2843, EINA  ",61,60.6281695,10.6000268
Bulken skule,Voss,Hordaland,"Rekvesvegen 94, 5700 VOSS",34,60.628204,6.3167009
Nedre-Ål skule,Ål,Buskerud,"Brennovegen 9, 3570 ÅL",,60.6282519,8.5505665
Leveld skule,Ål,Buskerud,"Sundrevegen 43 - 45, 3570 ÅL",198,60.6282519,8.5505665
Brakanes barne- og ungdomsskule,Ulvik,Hordaland,"5730, ULVIK  ",77,60.6293485,7.042096
Manger skule,Radøy,Hordaland,"Idrettsvegen 15, 5936 MANGER",158,60.638304,5.0438367
Radøy ungdomsskule,Radøy,Hordaland,"Idrettsvegen 15, 5936 MANGER",158,60.638304,5.0438367
Bolstad skule,Voss,Hordaland,"Øvstedalsvegen 3, 5723 BOLSTADØYRI",224,60.6403188,5.9647815
Myrkdalen skule,Voss,Hordaland,"Myrkdalen, 5713 VOSSESTRAND",,60.6403188,5.9647815
Vålbyen skole,Våler,Hedmark,"2436, VÅLER I SOLØR  ",24,60.6443394,11.7920983
Våler ungdomsskole,Våler,Hedmark,"2436, VÅLER I SOLØR  ",37,60.6443394,11.7920983
Hasla skole,Våler,Hedmark,"2436, VÅLER I SOLØR  ",57,60.6443394,11.7920983
Sundve barne- og ungdomsskule,Voss,Hordaland,"Vossestrandvegen 714, 5713 VOSSESTRAND",61,60.6475816,6.114563
Evanger barne- og ungdomsskule,Voss,Hordaland,"Knute Nelson-Gata 26, 5707 EVANGER",6,60.6475816,6.114563
Begnadalen skole,Sør-Aurdal,Oppland,"Tollefsrud, 2936 BEGNADALEN",53,60.6477702,9.7822822
Nordli skole,Østre Toten,Oppland,"2820, NORDRE TOTEN  ",61,60.6505515,10.7452721
Toten Montessoriskole,Østre Toten,Oppland,"Kolbulinna 991, 2847 KOLBU",4,60.6505515,10.7452721
Kolbu skole,Østre Toten,Oppland,"2847, KOLBU  ",30,60.6505515,10.7452721
Totenviken skole,Østre Toten,Oppland,"Rute 512, 2848 SKREIA",23,60.6525991,10.9394318
Stange skole,Østre Toten,Oppland,"2848, SKREIA  ",40,60.6525991,10.9394318
Skreia ungdomsskole,Østre Toten,Oppland,"Skolevegen, 2848 SKREIA",6,60.6528518,10.9288596
Hjelme Oppvekstsenter - Avdeling Bakken skule,Øygarden,Hordaland,"Perhusbakken, 5334 HELLESØY",,60.6548827,4.7950624
Skulestad skule,Voss,Hordaland,"Strandavegen 334, 5710 SKULESTADMO",224,60.6581736,6.4355929
Kløvheim skule,Lindås,Hordaland,"Mykingvegen 640, 5913 EIKANGERVÅG",24,60.6588102,5.3491853
Stamnes skule,Vaksdal,Hordaland,"Sanden, 5727 STAMNES",45,60.663602,5.7482442
Kløve skule,Voss,Hordaland,"Kløve, 5700 VOSS",224,60.6636448,6.5352237
Bøverbru skole,Vestre Toten,Oppland,"Skolevegen 10, 2846 BØVERBRU",20,60.6651118,10.6803897
Torpo skule,Ål,Buskerud,"Skulebakken 3, 3579 TORPO",13,60.6653203,8.7222477
Ihle skole,Vestre Toten,Oppland,"2846, BØVERBRU  ",32,60.6655593,10.6777627
Kilen skole,Åsnes,Hedmark,"Skalbukilen, 2283 ÅSNES FINNSKOG",7,60.6672024,12.2036841
Lena ungdomsskole,Østre Toten,Oppland,"2850, LENA  ",106,60.6736048,10.8127673
Vilberg skole,Østre Toten,Oppland,"2850, LENA  ",17,60.6736048,10.8127673
Hoffsvangen skole,Østre Toten,Oppland,"2850, LENA  ",42,60.6736048,10.8127673
Skodvin skule,Lindås,Hordaland,"Skodvinvegen 1, 5956 HUNDVIN",56,60.6746203,5.2159024
Reinsvoll skole,Vestre Toten,Oppland,"Frøsakervegen 21, 2840 REINSVOLL",30,60.6754762,10.6229158
Reinsvoll ungdomsskole,Vestre Toten,Oppland,"Frøsakervegen 17, 2840 REINSVOLL",30,60.6769091,10.6224141
Sønsterud skole,Åsnes,Hedmark,"Sønsterud, 2280 GJESÅSEN",68,60.679615,12.027762
Vallset skole,Stange,Hedmark,"Rifsrudvegen 5, 2330 VALLSET",24,60.6809629,11.3415288
Austebygd skule,Radøy,Hordaland,"5939, SLETTA  ",55,60.6826527,5.042841
Hordabø skule,Radøy,Hordaland,"5937, BØVÅGEN  ",3,60.6983169,4.9267344
Fryal skole,Søndre Land,Oppland,"2860, HOV  ",,60.6988321,10.3499525
Vestsida skole,Søndre Land,Oppland,"Vestsida, 2860 HOV",43,60.6988321,10.3499525
Søndre Land ungdomsskole,Søndre Land,Oppland,"2860, HOV  ",83,60.6988321,10.3499525
Herad skule,Gol,Buskerud,"Liagardsvegen, 3550 GOL",604,60.6990614,9.0353611
Myking skule,Lindås,Hordaland,"Myking, 5957 MYKING",166,60.7002104,5.3253404
Gol ungdomsskule,Gol,Buskerud,"Svøovegen 3, 3550 GOL",157,60.7036609,8.9401642
Gol skule,Gol,Buskerud,"Skulevegen 11, 3550 GOL",61,60.7041357,8.9316009
Kapp skole,Østre Toten,Oppland,"Engevegen 1, 2849 KAPP",35,60.7107313,10.8786782
Raufoss ungdomsskole,Vestre Toten,Oppland,"Prøvenvegen 51, 2830 RAUFOSS",93,60.7168696,10.6052093
Stange ungdomsskole,Stange,Hedmark,"Mågårdvegen 24, 2334 ROMEDAL",212,60.7184413,11.1890489
Stange skole,Stange,Hedmark,"Kongsvegen 15, 2335 STANGE",32,60.718668,11.1902176
Korta skole,Vestre Toten,Oppland,"Korta Skoleveg 30, 2830 RAUFOSS",51,60.7210283,10.6276651
Raufoss skole,Vestre Toten,Oppland,"Lundersvei, 2830 RAUFOSS",51,60.7246904,10.6067487
Nordhagen skole,Våler,Hedmark,"Braskereidfoss, 2435 BRASKEREIDFOSS",68,60.7255443,11.7990047
Romedal ungdomsskole,Stange,Hedmark,"Mågårdvegen 24, 2334 ROMEDAL",82,60.7328464,11.2936621
Solvin skole,Stange,Hedmark,"Solvinvegen 174, 2334 ROMEDAL",32,60.7335659,11.260734
Sando skule,Ål,Buskerud,"3570, ÅL  ",198,60.7369943,8.412572
Åsbygda skole,Stange,Hedmark,"Sjøvegen 2, 2332 ÅSVANG",32,60.7395401,11.3667272
Knarvik ungdomsskule,Lindås,Hordaland,"Juvikstølen 17, 5916 ISDALSTØ",166,60.7512948,5.1320333
Lindås ungdomsskule,Lindås,Hordaland,"Veråsveien 71, 5955 LINDÅS",166,60.7512948,5.1320333
Lindås barneskule,Lindås,Hordaland,"Veråsvegen 24, 5955 LINDÅS",27,60.7512948,5.1320333
Kopperud skole,Gjøvik,Oppland,"Vestre Totenveg 234 - 236, 2817 GJØVIK",67,60.768201,10.6752935
Fedje skule,Fedje,Hordaland,"Fedje, 5947 FEDJE",7,60.7693497,4.719843
Ottestad ungdomsskole,Stange,Hedmark,"Gubberudvegen 34, 2312 OTTESTAD",212,60.7702286,11.1124024
Arstad skole,Stange,Hedmark,"Gubberudvegen 30, 2312 OTTESTAD",18,60.7705914,11.1127965
Hoberg skole,Stange,Hedmark,"Holmlundvegen 40, 2312 OTTESTAD",162,60.7711331,11.1345607
Vindingstad skole,Gjøvik,Oppland,"Vindingstadbakken 15, 2816 GJØVIK",67,60.7729728,10.6988115
Breidablikk skole,Stange,Hedmark,"Skøyenvegen 5, 2344 ILSENG",12,60.7774078,11.2420054
Årås skule,Austrheim,Hordaland,"Årås, 5943 AUSTRHEIM",25,60.7798123,4.9272959
Steinerskolen Gjøvik-Toten,Gjøvik,Oppland,"Østre Totenvei 14, 2816 GJØVIK",67,60.7843294,10.6897909
Blomhaug skole,Gjøvik,Oppland,"Skolevegen 9, 2827 HUNNDALEN",67,60.7874075,10.6485263
Vardal ungdomsskole,Gjøvik,Oppland,"Kronprins Olavs Veg 35, 2819 GJØVIK",164,60.7874228,10.6481037
Oppheim skule,Voss,Hordaland,"Oppheimstunet 26, 5713 VOSSESTRAND",64,60.7923803,6.5682969
Lovisenberg skole,Hamar,Hedmark,"Hauglivegen 1, 2319 HAMAR",332,60.7938966,11.1555756
Gjøvik skole,Gjøvik,Oppland,"Ludvig Skattums Gate 23, 2819 GJØVIK",67,60.7954034,10.6852257
Aurland barne- og ungdomsskule,Aurland,Sogn og Fjordane,"Skulevegen, 5745 AURLAND",14,60.7976328,7.3871533
Rollsløkken skole,Hamar,Hedmark,"Holsetgata 88, 2318 HAMAR",165,60.7996141,11.08511
Storhamar skole,Hamar,Hedmark,"Fredrik Monsens Gate 52, 2315 HAMAR",332,60.8014144,11.0519198
Ridabu skole,Hamar,Hedmark,"Vangsvegen 360, 2322 RIDABU",4,60.8015156,11.1344423
Hedemarken Friskole,Løten,Hedmark,"Løkjavegen 75, 2345 ÅDALSBRUK",18,60.8018101,11.3050703
Stavsjø skole,Ringsaker,Hedmark,"Tingnesvegen 53, 2353 STAVSJØ",300,60.8020348,10.8450641
Nes ungdomsskole,Ringsaker,Hedmark,"Rennbergsvegen 679, 2355 GAUPEN",460,60.8020348,10.8450641
Nes ungdomsskole,Nes,Buskerud,"Tingnesvegen 53, 2353 STAVSJØ",460,60.8020348,10.8450641
Kaland barne- og ungdomsskule,Austrheim,Hordaland,"Kaland, 5953 FONNES",4,60.8022724,4.9922819
Greveløkka skole,Hamar,Hedmark,"Ankerskogvegen 3, 2319 HAMAR",15,60.8030531,11.0644849
Børstad ungdomsskole,Hamar,Hedmark,"Børstadalleen 22, 2318 HAMAR",37,60.8032209,11.0874462
Odnes skole,Søndre Land,Oppland,"Skolevegen 3, 2879 ODNES",62,60.804267,10.1694401
Ajer ungdomsskole,Hamar,Hedmark,"Ringgata 233, 2315 HAMAR",186,60.8050184,11.057618
Hamar Montessori skole,Hamar,Hedmark,"Granvegen 6, 2322 RIDABU",12,60.8056474,11.1272007
Ener ungdomsskole,Hamar,Hedmark,"Granvegen 8, 2322 RIDABU",335,60.8060262,11.1285079
Prestrud skole,Hamar,Hedmark,"K.O. Bjerklis Veg 17, 2316 HAMAR",332,60.8069592,11.03398
Solvang skole,Hamar,Hedmark,"Hauglivegen 1, 2319 HAMAR",12,60.8086744,11.0855605
Bjørnsveen ungdomsskole,Gjøvik,Oppland,"Kronprins Olavs Veg 35, 2819 GJØVIK",5,60.809291,10.6744082
Fredheim skole,Gjøvik,Oppland,"Kronprins Olavs Veg 31, 2819 GJØVIK",67,60.8111044,10.6749972
Grande skole,Gjøvik,Oppland,"Mjølkevegen 84, 2825 GJØVIK",23,60.8111706,10.5850604
Stavsberg skole,Ringsaker,Hedmark,"Kårtorpvegen 40, 2320 FURNES",59,60.8201141,11.0555666
Løten ungdomsskole,Løten,Hedmark,"Skolevegen 1, 2340 LØTEN",77,60.8202108,11.3394012
Bagn skule,Sør-Aurdal,Oppland,"2930, BAGN  ",16,60.8224505,9.5500602
Sør-Aurdal ungdomsskole,Sør-Aurdal,Oppland,"2930, BAGN  ",33,60.8224505,9.5500602
Melåsberget skole,Elverum,Hedmark,"Melåsberget, 2416 JØMNA",5,60.8227447,11.7217868
Lillemoen skole,Elverum,Hedmark,"2415, HERADSBYGD  ",139,60.8238826,11.6427555
Ingeberg skole,Hamar,Hedmark,"Lerkevegen 10, 2323 INGEBERG",71,60.8275582,11.131438
Reinli skule,Sør-Aurdal,Oppland,"2933, REINLI  ",5,60.8307002,9.4960009
Nordbygda skule,Masfjorden,Hordaland,"5986, HOSTELAND  ",8,60.8350947,5.2578577
Lunden skole,Hamar,Hedmark,"Midtvangvegen 575, 2324 VANG PÅ HEDMARK",188,60.8380323,11.1949121
Dokka barneskole,Nordre Land,Oppland,"Villavegen 51, 2870 DOKKA",49,60.8385566,10.0732588
Dokka ungdomsskole,Nordre Land,Oppland,"Lyngvegen 1, 2870 DOKKA",62,60.8386413,10.0757701
Kirkenær skole,Ringsaker,Hedmark,"Frøbergvegen 375, 2320 FURNES",10,60.8416059,11.0211071
Lundstein skole,Gjøvik,Oppland,"Kollsvegen 43, 2825 GJØVIK",67,60.8425336,10.6623484
Flåm skule,Aurland,Sogn og Fjordane,"5743, FLÅM  ",7,60.8456263,7.1195821
Furnes ungdomsskole,Ringsaker,Hedmark,"Gjerluvegen 150, 2320 FURNES",460,60.8508641,11.0430172
Hanstad barne- og ungdomsskole,Elverum,Hedmark,"Ivar Skårsets Veg 42, 2407 ELVERUM",651,60.8624316,11.5686615
Jølstad skole,Ringsaker,Hedmark,"Gaupen, 2355 GAUPEN",,60.8655509,10.7766486
Mørkved skole,Ringsaker,Hedmark,"Kongsvegen 94, 2380 BRUMUNDDAL",56,60.8697671,10.9584428
Kylstad skole,Ringsaker,Hedmark,"Bjørgedalsvegen 427, 2320 FURNES",22,60.8704014,11.0478614
Matre skule,Masfjorden,Hordaland,"Matre, 5984 MATREDAL",29,60.8739681,5.5803373
Snertingdal skole,Gjøvik,Oppland,"Nøssvegen 4, 2838 SNERTINGDAL",14,60.8749517,10.4030827
Frydenlund skole,Elverum,Hedmark,"Frydenlundvegen 8, 2406 ELVERUM",151,60.8807245,11.5673625
Vestad skole,Elverum,Hedmark,"Grønvegen 16, 2406 ELVERUM",25,60.8866757,11.5403309
Elverum ungdomsskole,Elverum,Hedmark,"Olav Schulstads Veg 6, 2408 ELVERUM",651,60.8880231,11.5589686
Brumunddal ungdomsskole,Ringsaker,Hedmark,"Skolevegen 14, 2380 BRUMUNDDAL",460,60.8901199,10.9406373
Fagerlund skole,Ringsaker,Hedmark,"Bekkevegen 3, 2380 BRUMUNDDAL",15,60.8933107,10.9398098
Mo skule,Modalen,Hordaland,"5729, MODALEN  ",,60.8944424,5.905814
Byrknes skule,Gulen,Sogn og Fjordane,"5970, BYRKNESØY  ",7,60.89587,4.866274
Søbakken skole,Elverum,Hedmark,"Søbakkvegen 27, 2409 ELVERUM",27,60.8991297,11.5681139
Hempa skole,Ringsaker,Hedmark,"Børkesvevegen 59, 2380 BRUMUNDDAL",56,60.9006678,10.9577539
Skarpsno skole,Ringsaker,Hedmark,"Klokkervegen 2, 2390 MOELV",16,60.9112346,10.7101226
Kirkekretsen skole,Ringsaker,Hedmark,"Veldromsvegen 6, 2380 BRUMUNDDAL",30,60.9197229,10.9065163
Hemsedal barne- og ungdomsskule,Hemsedal,Buskerud,"Trøim, 3560 HEMSEDAL",41,60.9203975,8.4765482
Furu Steinerskole i Ringsaker,Ringsaker,Hedmark,"Løkendalsveien 241, 2360 RUDSHØGDA",5,60.9204209,10.8375237
Vestringsbygda skole,Nord-Aurdal,Oppland,"Vestringsbygda, 2910 AURDAL",10,60.9231471,9.4137889
Kirkeby skole,Elverum,Hedmark,"2410, HERNES  ",6,60.9251395,11.6276065
Hernes skole,Elverum,Hedmark,"2410, HERNES  ",651,60.9251395,11.6276065
Moelv ungdomsskole,Ringsaker,Hedmark,"Skolevegen 14, 2390 MOELV",137,60.9257269,10.6937561
Dalsøyra skule,Gulen,Sogn og Fjordane,"Dalsbygda 68, 5960 DALSØYRA",3,60.9327946,5.1357634
Kilde skole,Ringsaker,Hedmark,"Storgata 31, 2390 MOELV",56,60.9401834,10.6925775
Sørskogbygda skole,Elverum,Hedmark,"Grønvegen 16, 2406 ELVERUM",14,60.9419191,11.7736259
Redalen skole,Gjøvik,Oppland,"Snertingdalsvegen 140, 2836 BIRI",51,60.9502798,10.6199989
Biri ungdomsskole,Gjøvik,Oppland,"Ravegen 5, 2836 BIRI",72,60.9502798,10.6199989
Skrinnhagen skole,Gjøvik,Oppland,"Birivegen 129, 2836 BIRI",96,60.9614701,10.6057623
Etnedal skule,Etnedal,Oppland,"2890, ETNEDAL  ",22,60.961946,9.5993018
Torpa barne- og ungdomsskole,Nordre Land,Oppland,"Nord-Torpavegen 10, 2881 AUST-TORPA",20,60.9665513,10.1074892
Leira skule,Nord-Aurdal,Oppland,"Skoleveien, 2920 LEIRA I VALDRES",124,60.9705465,9.291109
Fagernes skole,Ringsaker,Hedmark,"Åsmarkvegen 737, 2364 NÆROSET",11,60.9730883,10.7755244
Eivindvik skule,Gulen,Sogn og Fjordane,"Eivindvikvegen 1013, 5966 EIVINDVIK",77,60.9799794,5.0785816
Fagernes skole,Nord-Aurdal,Oppland,"Øvrevegen 7, 2900 FAGERNES",52,60.9887969,9.24031
Aurdal skole,Nord-Aurdal,Oppland,"Aurdal, 2910 AURDAL",113,60.9887969,9.24031
Nord-Aurdal ungdomsskole,Nord-Aurdal,Oppland,"Tveitavegen 12, 2900 FAGERNES",32,60.9887969,9.24031
Ulnes skule,Nord-Aurdal,Oppland,"2918, ULNES  ",124,60.9983574,9.1117714
Biristrand skole,Gjøvik,Oppland,"Midtekervegen 10, 2837 BIRISTRAND",598,60.9991655,10.4876389
Valsvik skule,Vik,Sogn og Fjordane,"Framfjord, 6893 VIK I SOGN",12,61.0063663,6.4154695
Brekke skule,Gulen,Sogn og Fjordane,"Yndesdaldvegen 2719, 5961 BREKKE",7,61.0199351,5.4615025
Åsen skole,Ringsaker,Hedmark,"Kauserudvegen 1, 2365 ÅSMARKA",56,61.0262119,10.7535281
Brøttum skole,Ringsaker,Hedmark,"2372, BRØTTUM  ",144,61.0293851,10.5516662
Ringsaker Montessoriskole Ba,Ringsaker,Hedmark,"Nordheimvegen 35, 2372 BRØTTUM",,61.0293851,10.5516662
Skrautvål skule,Nord-Aurdal,Oppland,"Skrautvål, 2917 SKRAUTVÅL",32,61.0304642,9.2122031
Røn skule,Vestre Slidre,Oppland,"Tørget, 2960 RØN",13,61.0381176,9.0538532
Vingrom skole,Lillehammer,Oppland,"Torpavegen 5, 2607 VINGROM",114,61.0457146,10.4277291
Oppvekst Ljøsne,Lærdal,Sogn og Fjordane,"Ljøsne, 6887 LÆRDAL",10,61.0530312,7.5813384
Oppvekst Borgund,Lærdal,Sogn og Fjordane,"6888, BORGUND  ",27,61.0567652,7.8162333
Lismarka skole,Ringsaker,Hedmark,"Hagatunvegen 2, 2616 LISMARKA",13,61.0715578,10.6282215
Fresvik skule,Vik,Sogn og Fjordane,"6896, FRESVIK  ",23,61.0741058,6.9398604
Ytre Solund skule,Solund,Sogn og Fjordane,"Straumen, 6928 KOLGROV",60,61.0752459,4.840041
Bjordal skule,Høyanger,Sogn og Fjordane,"Førsund, 5962 BJORDAL",2,61.0763686,5.8314794
Slidre skule,Vestre Slidre,Oppland,"2966, SLIDRE  ",27,61.088176,8.980123
Søre Ål barneskole,Lillehammer,Oppland,"Hamarvegen 131, 2613 LILLEHAMMER",158,61.0945732,10.4749615
Engesvea skole Adventistsamfunnets Grunnskoler,Lillehammer,Oppland,"Jean Heibergs Veg 15, 2614 LILLEHAMMER",178,61.0952164,10.4833457
Røyslimoen skole,Lillehammer,Oppland,"Klebervegen 10, 2611 LILLEHAMMER",172,61.0953086,10.5077391
Lærdalsøyri skule,Lærdal,Sogn og Fjordane,"Skulevegen 11, 6887 LÆRDAL",23,61.1005777,7.4940994
Steinerskolen på Lillehammer,Lillehammer,Oppland,"Heimtunveien 36, 2608 LILLEHAMMER",2,61.1006228,10.4247527
Messenlia skole,Ringsaker,Hedmark,"Gammelvegen 1, 2610 MESNALI",64,61.1017597,10.6953239
Åretta ungdomsskole,Lillehammer,Oppland,"Hamarvegen 49, 2613 LILLEHAMMER",187,61.1020702,10.476185
Vestre Trysil skole,Trysil,Hedmark,"Sjøenden, 2428 SØRE OSEN",12,61.1073832,11.9816259
Hammartun ungdomsskole,Lillehammer,Oppland,"Skolegata 32 - 37, 2609 LILLEHAMMER",55,61.1121456,10.4630948
Hammartun barneskole,Lillehammer,Oppland,"Skolegata 37, 2609 LILLEHAMMER",114,61.1121521,10.4631313
Saksheim skole,Lillehammer,Oppland,"Rustenvegen 3, 2608 LILLEHAMMER",172,61.1123927,10.3094177
Rena skole,Åmot,Hedmark,"Kirkeberggt.54, 2450 RENA",165,61.1311689,11.3641092
Kringsjå skole,Lillehammer,Oppland,"Gjørtlervegen 22, 2618 LILLEHAMMER",114,61.1316064,10.4656395
Smestad ungdomsskole,Lillehammer,Oppland,"Smestadvegen 20, 2619 LILLEHAMMER",159,61.1336803,10.4464878
Søre Trysil skole,Trysil,Hedmark,"2427, PLASSEN  ",12,61.1341801,12.502145
Høre skule,Vang,Oppland,"2973, RYFOSS  ",1,61.1383451,8.8228775
Ekrom skole,Lillehammer,Oppland,"Ekrelykkja 2, 2624 LILLEHAMMER",114,61.1387851,10.4481701
Åmot ungdomsskole,Åmot,Hedmark,"Prestegårdsveien 1, 2450 RENA",40,61.1406158,11.3673691
Flatbygdi skule,Vik,Sogn og Fjordane,"Prestgarden, 6893 VIK I SOGN",,61.1412002,5.8743154
Øystre Slidre barne- og ungdomsskule,Øystre Slidre,Oppland,"Bygdinvegen 1985, 2940 HEGGENES",106,61.1442794,9.0728501
Feios skule,Vik,Sogn og Fjordane,"Feios, 6895 FEIOS",6,61.1493559,6.7596502
Jørstadmoen skole,Lillehammer,Oppland,"Jørstadmovegen 679, 2625 FÅBERG",89,61.1540012,10.3922196
Kyrkjebø skule,Høyanger,Sogn og Fjordane,"Furev 3, 6995 KYRKJEBØ",73,61.1649916,5.9419015
Buvollen skole,Lillehammer,Oppland,"Buvollvegen 56, 2625 FÅBERG",114,61.1688773,10.4035859
Hyllestad skule,Hyllestad,Sogn og Fjordane,"Hyllestad, 6957 HYLLESTAD",19,61.1709366,5.2946259
Norane skule,Sogndal,Sogn og Fjordane,"Ylvisåker, 6858 FARDAL",7,61.1806377,7.0161207
Leikanger ungdomsskule,Leikanger,Sogn og Fjordane,"Kyrkjevegen 6, 6863 LEIKANGER",49,61.1850002,6.8168753
Kaupanger skule,Sogndal,Sogn og Fjordane,"Landpostruta, 6854 KAUPANGER",16,61.1894194,7.2182378
Leikanger barneskule,Leikanger,Sogn og Fjordane,"Holevegen 15, 6863 LEIKANGER",49,61.1920119,6.8546993
Vang barne- og ungdomsskule,Vang,Oppland,"2975, VANG I VALDRES  ",2,61.1958428,8.574048
Nesse Oppvekstsenter - Avdeling skule,Balestrand,Sogn og Fjordane,"Ytre Nesse 1, 6899 BALESTRAND",15,61.198041,6.4248909
Gausdal ungdomsskole,Gausdal,Oppland,"Brubakken 20, 2653 VESTRE GAUSDAL",245,61.2005518,10.1441115
Sagatun skule,Balestrand,Sogn og Fjordane,"Kreklingevegen 7, 6899 BALESTRAND",22,61.2050779,6.5252905
Vadheim skule,Høyanger,Sogn og Fjordane,"Tangevegen 4, 6996 VADHEIM",23,61.2113558,5.829899
Follebu skole,Gausdal,Oppland,"Bruunshågån 12, 2656 FOLLEBU",24,61.2210058,10.2801241
Høyanger skule,Høyanger,Sogn og Fjordane,"Wilh Bugges Veg 5, 6993 HØYANGER",34,61.2216523,6.0745873
Lavik skule,Høyanger,Sogn og Fjordane,"Lavik, 6947 LAVIK",62,61.2216523,6.0745873
Oldedalen skule,Stryn,Sogn og Fjordane,"6791, OLDEDALEN  ",1,61.2219739,6.0854449
Sogndal ungdomsskule,Sogndal,Sogn og Fjordane,"Lunnamyri 14, 6856 SOGNDAL",88,61.2311189,7.0807291
Trudvang skule,Sogndal,Sogn og Fjordane,"Skulevegen 5, 6856 SOGNDAL",226,61.2319386,7.099316
Solvang skole,Øyer,Oppland,"Aaslettveien 70, 2636 ØYER",213,61.2390455,10.4393574
Tangen skule,Årdal,Sogn og Fjordane,"Vollvegen 9, 6885 ÅRDALSTANGEN",28,61.239224,7.7107682
Beito skule,Øystre Slidre,Oppland,"Øyangsvegen 9, 2952 BEITO",46,61.2428445,8.8688648
Guddal skule,Fjaler,Sogn og Fjordane,"6966, GUDDAL  ",6,61.2456902,5.5254998
Fjerdum skole,Gausdal,Oppland,"Østringsvegen 106 A, 2651 ØSTRE GAUSDAL",164,61.2582013,10.1703891
Nybergsund skole,Trysil,Hedmark,"Knettvegen 7, 2422 NYBERGSUND",35,61.2614738,12.3251276
Vidarheim skole,Øyer,Oppland,"Kramprudvegen 9, 2636 ØYER",13,61.2636307,10.4460822
Øyer ungdomsskole,Øyer,Oppland,"Hundervegen 85, 2636 ØYER",,61.2636307,10.4460822
Bulandet skule,Askvoll,Sogn og Fjordane,"6987, BULANDET  ",3,61.2852594,4.6314859
Engjom skule,Gausdal,Oppland,"Engjomsvegen 113, 2652 SVINGVOLL",44,61.2890862,10.1763742
Våge skule,Fjaler,Sogn og Fjordane,"6967, HELLEVIK I FJALER  ",12,61.299715,5.170737
Solvorn skule,Luster,Sogn og Fjordane,"Løteigane 2, 6879 SOLVORN",24,61.3017061,7.2377709
Osen Oppvekstsenter - Avdeling skole,Åmot,Hedmark,"Osnesset, 2460 OSEN",13,61.301784,11.7619338
Farnes skule,Årdal,Sogn og Fjordane,"Parkvegen 5, 6884 ØVRE ÅRDAL",38,61.3097637,7.8018421
Aurvoll skole,Øyer,Oppland,"Øvregate 2, 2635 TRETTEN",130,61.3141453,10.3058967
Hafslo barne- og ungdomsskule,Luster,Sogn og Fjordane,"Skulevegen 3, 6869 HAFSLO",17,61.3148135,7.2004815
Trysil ungdomsskole,Trysil,Hedmark,"Korsbergsvegen 4, 2420 TRYSIL",82,61.3162241,12.2667383
Innbygda skole,Trysil,Hedmark,"Korsbergsvegen 6, 2420 TRYSIL",229,61.3167032,12.2672282
Flekke skule,Fjaler,Sogn og Fjordane,"6968, FLEKKE  ",7,61.3184651,5.3684991
Svatsum skule,Gausdal,Oppland,,,61.3185753,9.8549921
Sande skule,Gaular,Sogn og Fjordane,"6973, SANDE I SUNNFJORD  ",232,61.3288062,5.8096873
Viksdalen skule,Gaular,Sogn og Fjordane,"6978, VIKSDALEN  ",1,61.3510663,6.1191493
Holmedal Montessoriskule,Askvoll,Sogn og Fjordane,"6982, HOLMEDAL  ",2,61.3558274,5.1805182
